brand,model,top_speed_kmh,battery_capacity_kWh,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,drivetrain,segment,car_body_type
Porsche,Taycan Turbo S Sport Turismo,260,97,183,505,2.4,281,CCS,AWD,F - Luxury,Station/Estate
Porsche,Taycan Turbo Sport Turismo,260,97,184,505,2.7,281,CCS,AWD,F - Luxury,Station/Estate
Renault,4 E-Tech 40kWh 120hp,150,40,124,245,9.2,55,CCS,FWD,JB - Compact,SUV
Renault,4 E-Tech 52kWh 150hp,150,52,127,315,8.2,70,CCS,FWD,JB - Compact,SUV
Renault,5 E-Tech 40kWh 120hp,150,40,132,250,9,55,CCS,FWD,B - Compact,Hatchback
Renault,5 E-Tech 40kWh 95hp,130,40,129,255,12,,,FWD,B - Compact,Hatchback
Renault,5 E-Tech 52kWh 150hp,150,52,129,320,8,70,CCS,FWD,B - Compact,Hatchback
Renault,Kangoo E-Tech Electric,135,45,158,225,12.6,50,CCS,FWD,N - Passenger Van,Small Passenger Van
Renault,Kangoo Grand E-Tech Electric,130,45,170,220,13.3,50,CCS,FWD,N - Passenger Van,Small Passenger Van
Renault,Megane E-Tech EV60 130hp (TU2025),150,60,125,380,10.5,88,CCS,FWD,C - Medium,Hatchback
Renault,Megane E-Tech EV60 220hp (TU2025),160,60,133,380,7.4,88,CCS,FWD,C - Medium,Hatchback
Renault,Scenic E-Tech EV60 170hp,150,60,144,340,8.6,75,CCS,FWD,JC - Medium,SUV
Renault,Scenic E-Tech EV87 220hp,170,87,143,480,7.9,95,CCS,FWD,JC - Medium,SUV
Rolls-Royce,Spectre,250,102,192,465,4.5,126,CCS,AWD,I - Luxury,Coupe
Skoda,Elroq 50,160,52,149,310,9,90,CCS,RWD,JC - Medium,SUV
Skoda,Elroq 60,160,59,149,350,8.5,110,CCS,RWD,JC - Medium,SUV
Skoda,Elroq 85,180,77,145,450,6.6,120,CCS,RWD,JC - Medium,SUV
Skoda,Elroq RS,180,79,151,450,5.4,135,CCS,AWD,JC - Medium,SUV
Skoda,Enyaq 60,160,59,145,360,8.1,110,CCS,RWD,JC - Medium,SUV
Skoda,Enyaq 85,180,77,141,455,6.7,120,CCS,RWD,JC - Medium,SUV
Skoda,Enyaq 85x,180,77,150,450,6.7,120,CCS,AWD,JC - Medium,SUV
Skoda,Enyaq Coupe 60,160,59,141,370,8.1,110,CCS,RWD,JC - Medium,SUV
Skoda,Enyaq Coupe 85,180,77,138,470,6.7,120,CCS,RWD,JC - Medium,SUV
Skoda,Enyaq Coupe 85x,180,77,146,460,6.7,120,CCS,AWD,JC - Medium,SUV
Skoda,Enyaq Coupe RS,180,79,143,470,5.4,135,CCS,AWD,JC - Medium,SUV
Skoda,Enyaq RS,180,79,147,460,5.4,135,CCS,AWD,JC - Medium,SUV
Skywell,BE11 Long Range,150,81,166,390,9.6,50,CCS,FWD,JD - Large,SUV
Skywell,BE11 Standard Range,150,68,149,330,9.6,50,CCS,FWD,JD - Large,SUV
Smart,#1 Brabus,180,62,155,325,3.9,100,CCS,AWD,JB - Compact,SUV
Smart,#1 Premium,180,62,141,335,6.7,100,CCS,RWD,JB - Compact,SUV
Smart,#1 Pro,180,47,152,250,6.7,65,CCS,RWD,JB - Compact,SUV
Smart,#1 Pro+,180,62,148,335,6.7,100,CCS,RWD,JB - Compact,SUV
Smart,#1 Pulse,180,62,155,325,4.5,100,CCS,AWD,JB - Compact,SUV
Smart,#1 Pure,180,47,152,250,6.7,65,CCS,RWD,JB - Compact,SUV
Smart,#1 Pure+,180,62,148,335,6.7,100,CCS,RWD,JB - Compact,SUV
Smart,#3 Brabus,180,62,149,335,3.7,100,CCS,AWD,JB - Compact,SUV
Smart,#3 Premium,180,62,136,355,5.8,110,CCS,RWD,JB - Compact,SUV
Smart,#3 Pro,180,47,145,265,5.9,65,CCS,RWD,JB - Compact,SUV
Smart,#3 Pro+,180,62,143,355,5.8,110,CCS,RWD,JB - Compact,SUV
Smart,#5 Brabus,210,94,174,450,3.8,230,CCS,AWD,JD - Large,SUV
Smart,#5 Premium,200,94,159,465,6.5,230,CCS,RWD,JD - Large,SUV
Smart,#5 Pro,200,74.4,160,370,6.9,110,CCS,RWD,JD - Large,SUV
Smart,#5 Pro+,200,94,159,465,6.5,230,CCS,RWD,JD - Large,SUV
Smart,#5 Pulse,200,94,174,455,4.9,230,CCS,AWD,JD - Large,SUV
Smart,#5 Summit Edition,200,94,174,455,4.9,230,CCS,AWD,JD - Large,SUV
Subaru,Solterra AWD,160,64,154,320,6.9,100,CCS,AWD,JC - Medium,SUV
Tesla,Model 3 Long Range AWD (Highland),201,75,119,525,4.4,124,CCS,AWD,D - Large,Sedan
Tesla,Model 3 Long Range RWD (Highland),201,75,117,545,5.2,124,CCS,RWD,D - Large,Sedan
Tesla,Model 3 Performance (Highland),262,75,142,490,3.2,124,CCS,AWD,D - Large,Sedan
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,116,445,6.1,110,CCS,RWD,D - Large,Sedan
Tesla,Model S Dual Motor,250,95,150,575,3.2,140,CCS,AWD,F - Luxury,Liftback Sedan
Tesla,Model S Plaid,282,95,158,560,2.3,140,CCS,AWD,F - Luxury,Liftback Sedan
Tesla,Model X Dual Motor,250,95,165,485,3.9,140,CCS,AWD,JF - Luxury,SUV
Tesla,Model X Plaid,262,95,180,465,2.7,140,CCS,AWD,JF - Luxury,SUV
Tesla,Model Y Long Range AWD (Juniper),201,75,132,455,4.8,124,CCS,AWD,JD - Large,SUV
Tesla,Model Y Long Range RWD (Juniper),201,75,121,470,5.6,124,CCS,RWD,JD - Large,SUV
Tesla,Model Y RWD (Juniper),201,60.5,121,375,5.9,110,CCS,RWD,JD - Large,SUV
Toyota,PROACE Verso L 75 kWh,130,68,204,260,13.3,79,CCS,FWD,N - Passenger Van,Small Passenger Van
Toyota,PROACE Verso M 50 kWh,130,46.3,217,180,12.1,78,CCS,FWD,N - Passenger Van,Small Passenger Van
Toyota,PROACE Verso M 75 kWh,130,68,202,260,13.3,79,CCS,FWD,N - Passenger Van,Small Passenger Van
Toyota,Proace City Verso Electric L1 50 kWh,132,50,149,235,11.7,80,CCS,FWD,N - Passenger Van,Small Passenger Van
Toyota,Proace City Verso Electric L2 50 kWh,132,50,149,230,11.7,80,CCS,FWD,N - Passenger Van,Small Passenger Van
Toyota,bZ4X AWD,160,64,154,345,6.9,100,CCS,AWD,JC - Medium,SUV
Toyota,bZ4X FWD,160,64,145,350,7.5,100,CCS,FWD,JC - Medium,SUV
VinFast,VF 8 Eco Extended Range,200,87.7,186,405,5.9,120,CCS,AWD,JD - Large,SUV
VinFast,VF 8 Plus Extended Range,200,87.7,196,400,5.5,120,CCS,AWD,JD - Large,SUV
Volkswagen,ID. Buzz LWB GTX,160,86,182,350,6.5,145,CCS,AWD,N - Passenger Van,Small Passenger Van
Volkswagen,ID. Buzz LWB Pro,160,86,190,370,7.9,145,CCS,RWD,N - Passenger Van,Small Passenger Van
Volkswagen,ID. Buzz NWB GTX,160,79,194,330,6.5,135,CCS,AWD,N - Passenger Van,Small Passenger Van
Volkswagen,ID. Buzz NWB Pro,160,79,187,360,7.6,135,CCS,RWD,N - Passenger Van,Small Passenger Van
Volkswagen,ID. Buzz NWB Pure,145,59,178,275,10.7,110,CCS,RWD,N - Passenger Van,Small Passenger Van
Volkswagen,ID.3 GTX,180,79,131,470,5.9,135,CCS,RWD,C - Medium,Hatchback
Volkswagen,ID.3 GTX Performance,200,79,131,465,5.6,135,CCS,RWD,C - Medium,Hatchback
Volkswagen,ID.3 Pro,160,59,136,365,7.6,110,CCS,RWD,C - Medium,Hatchback
Volkswagen,ID.3 Pro S,160,77,138,465,7.1,120,CCS,RWD,C - Medium,Hatchback
Volkswagen,ID.3 Pure,160,52,134,325,8.2,90,CCS,RWD,C - Medium,Hatchback
Volkswagen,ID.4 GTX,180,77,152,420,5.4,120,CCS,AWD,JC - Medium,SUV
Volkswagen,ID.4 Pro,180,77,149,445,6.7,120,CCS,RWD,JC - Medium,SUV
Volkswagen,ID.4 Pro 4MOTION,180,77,155,435,6.6,120,CCS,AWD,JC - Medium,SUV
Volkswagen,ID.4 Pure,160,52,143,285,9,87,CCS,RWD,JC - Medium,SUV
Volkswagen,ID.5 GTX,180,77,144,430,5.5,120,CCS,AWD,JC - Medium,SUV
Volkswagen,ID.5 Pro,180,77,138,460,6.7,120,CCS,RWD,JC - Medium,SUV
Volkswagen,ID.5 Pure,160,52,142,320,8.9,87,CCS,RWD,JC - Medium,SUV
Volkswagen,ID.7 GTX,180,86,145,500,5.4,145,CCS,AWD,E - Executive,Liftback Sedan
Volkswagen,ID.7 Pro,180,77,132,475,6.5,125,CCS,RWD,E - Executive,Liftback Sedan
Volkswagen,ID.7 Pro S,180,86,133,525,6.6,145,CCS,RWD,E - Executive,Liftback Sedan
Volkswagen,ID.7 Tourer GTX,180,86,147,500,5.5,145,CCS,AWD,E - Executive,Station/Estate
Volkswagen,ID.7 Tourer Pro,180,77,146,470,6.6,125,CCS,RWD,E - Executive,Station/Estate
Volkswagen,ID.7 Tourer Pro S,180,86,125,520,6.7,145,CCS,RWD,E - Executive,Station/Estate
Volvo,EC40 Single Motor (MY26),180,67,151,360,7.3,110,CCS,RWD,JC - Medium,SUV
Volvo,EC40 Single Motor ER (MY26),180,79,146,420,7.3,125,CCS,RWD,JC - Medium,SUV
Volvo,EC40 Twin Motor (MY26),180,79,155,400,4.8,125,CCS,AWD,JC - Medium,SUV
Volvo,EC40 Twin Motor Performance (MY26),180,79,155,400,4.6,125,CCS,AWD,JC - Medium,SUV
Volvo,ES90 Single Motor (MY26),180,88,135,485,6.9,190,CCS,RWD,F - Luxury,Liftback Sedan
Volvo,ES90 Twin Motor (MY26),180,102,146,530,5.5,225,CCS,AWD,F - Luxury,Liftback Sedan
Volvo,ES90 Twin Motor Performance (MY26),180,102,146,530,4,225,CCS,AWD,F - Luxury,Liftback Sedan
Volvo,EX30 Cross Country (MY26),180,65,152,330,3.7,114,CCS,AWD,JB - Compact,SUV
Volvo,EX30 Single Motor (MY24-26),180,49,147,275,5.7,80,CCS,RWD,JB - Compact,SUV
Volvo,EX30 Single Motor ER (MY24-26),180,65,138,365,5.3,113,CCS,RWD,JB - Compact,SUV
Volvo,EX30 Twin Motor Performance (MY24-26),180,65,145,340,3.6,113,CCS,AWD,JB - Compact,SUV
Volvo,EX40 Single Motor (MY26),180,67,154,345,7.3,110,CCS,RWD,JC - Medium,SUV
Volvo,EX40 Single Motor ER (MY26),180,79,152,400,7.3,125,CCS,RWD,JC - Medium,SUV
Volvo,EX40 Twin Motor (MY26),180,79,163,385,4.8,125,CCS,AWD,JC - Medium,SUV
Volvo,EX40 Twin Motor Performance (MY26),180,79,163,385,4.6,125,CCS,AWD,JC - Medium,SUV
Volvo,EX90 Single Motor (MY24-26),180,100,182,460,8.4,140,CCS,RWD,JF - Luxury,SUV
Volvo,EX90 Twin Motor (MY24-26),180,107,188,470,5.9,150,CCS,AWD,JF - Luxury,SUV
Volvo,EX90 Twin Motor Performance (MY24-26),180,107,188,455,4.9,150,CCS,AWD,JF - Luxury,SUV
Voyah,Free 106 kWh,200,100,200,480,4.4,80,CCS,AWD,JE - Executive,SUV
XPENG,G6 AWD Performance,200,87.5,159,475,4.1,180,CCS,AWD,JD - Large,SUV
XPENG,G6 RWD Long Range,200,87.5,154,480,6.7,180,CCS,RWD,JD - Large,SUV
XPENG,G6 RWD Standard Range,200,66,152,370,6.9,140,CCS,RWD,JD - Large,SUV
XPENG,G9 AWD Performance,200,93.1,179,465,3.9,224,CCS,AWD,JE - Executive,SUV
XPENG,G9 RWD Long Range,200,93.1,163,480,6.4,224,CCS,RWD,JE - Executive,SUV
XPENG,G9 RWD Standard Range,200,75.8,165,395,6.4,170,CCS,RWD,JE - Executive,SUV
XPENG,P7 AWD Performance,200,82.7,164,460,4.1,138,CCS,AWD,E - Executive,Sedan
XPENG,P7 RWD Long Range,200,82.7,144,495,6.7,138,CCS,RWD,E - Executive,Sedan
XPENG,P7 Wing Edition,200,82.7,164,455,4.1,138,CCS,AWD,E - Executive,Sedan
Zeekr,001 Long Range RWD,200,94,152,505,7.2,135,CCS,RWD,E - Executive,Liftback Sedan
Zeekr,001 Performance AWD,200,94,159,480,3.8,135,CCS,AWD,E - Executive,Liftback Sedan
Zeekr,001 Privilege AWD,200,94,162,480,3.8,135,CCS,AWD,E - Executive,Liftback Sedan
Zeekr,7X Long Range RWD,210,94,153,475,6,260,CCS,RWD,JD - Large,SUV
Zeekr,7X Performance AWD,210,94,173,450,3.8,260,CCS,AWD,JD - Large,SUV
Zeekr,7X Premium RWD,210,71,148,365,6,240,CCS,RWD,JD - Large,SUV
Zeekr,X Core RWD (MY25),190,49,148,265,5.9,70,CCS,RWD,JB - Compact,SUV
Zeekr,X Long Range RWD (MY25),190,65,146,360,5.6,114,CCS,RWD,JB - Compact,SUV
Zeekr,X Privilege AWD (MY25),190,65,153,350,3.8,114,CCS,AWD,JB - Compact,SUV
